    6.312099934    -5.924600124    17.097000122   -34.960998535   -80.416000366   -14.248999596
    6.323297851    -5.935110811    17.127330621   -35.187243971   -80.692824960   -14.452198162
    6.323335053    -5.935145729    17.127431387   -34.853956551   -80.359705577   -14.118834175
    6.323372256    -5.935180648    17.127532153   -35.254715021   -80.760632085   -14.519516077
    6.323409458    -5.935215566    17.127632919   -34.590383037   -80.096468137   -13.855107525
    6.323446660    -5.935250484    17.127733684   -35.092597544   -80.598850681   -14.357245465
    6.323483862    -5.935285402    17.127834450   -35.266778547   -80.773199721   -14.531349900
    6.323521064    -5.935320321    17.127935216   -35.196534670   -80.703123882   -14.461029456
    6.323558266    -5.935355239    17.128035982   -35.000346902   -80.507104151   -14.264765120
    6.323595468    -5.935390157    17.128136747   -35.096593115   -80.603518401   -14.360934765
    6.323632670    -5.935425075    17.128237513   -35.300378230   -80.807471553   -14.564643312
    6.323669872    -5.935459993    17.128338279   -34.828884781   -80.336146141   -14.093073296
    6.323707074    -5.935494912    17.128439044   -34.843996412   -80.351425809   -14.108108359
    6.323744276    -5.935529830    17.128539810   -34.935436429   -80.443033863   -14.199471808
    6.323781478    -5.935564748    17.128640576   -34.900600921   -80.408366392   -14.164559733
    6.323818680    -5.935599666    17.128741342   -35.042386760   -80.550320268   -14.306269004
    6.323855882    -5.935634585    17.128842108   -34.735673927   -80.243775473   -13.999479603
    6.323893084    -5.935669503    17.128942873   -34.924587365   -80.432856948   -14.188316474
    6.323930286    -5.935704421    17.129043639   -34.912561539   -80.420999158   -14.176214080
    6.323967488    -5.935739339    17.129144405   -35.132716818   -80.641322474   -14.396292791
    6.324004690    -5.935774257    17.129245171   -34.938729997   -80.447503691   -14.202229403
    6.324041892    -5.935809176    17.129345936   -34.570301722   -80.079243453   -13.833724560
    6.324079094    -5.935844094    17.129446702   -34.877867240   -80.386977008   -14.141213511
    6.324116297    -5.935879012    17.129547468   -35.103242556   -80.612520360   -14.366512258
    6.324153499    -5.935913930    17.129648233   -34.578220068   -80.087665910   -13.841413203
    6.324190701    -5.935948848    17.129748999   -35.164843106   -80.674456985   -14.427959674
    6.324227903    -5.935983767    17.129849765   -34.762606201   -80.272388117   -14.025646200
    6.324265105    -5.936018685    17.129950531   -34.856878899   -80.366828853   -14.119842331
    6.324302307    -5.936053603    17.130051296   -34.804798294   -80.314916285   -14.067685159
    6.324339509    -5.936088521    17.130152062   -35.099612292   -80.609898319   -14.362422589
    6.324376711    -5.936123440    17.130252828   -35.149082832   -80.659536896   -14.411816561
    6.324413913    -5.936158358    17.130353594   -34.922168266   -80.432790367   -14.184825427
    6.324451115    -5.936193276    17.130454359   -34.748271410   -80.259061549   -14.010852004
    6.324488317    -5.936228194    17.130555125   -34.935993296   -80.446951472   -14.198497322
    6.324525519    -5.936263112    17.130655891   -34.951537087   -80.462663299   -14.213964545
    6.324562721    -5.936298031    17.130756657   -34.951561979   -80.462856229   -14.213912870
    6.324599923    -5.936332949    17.130857422   -35.260517870   -80.771980157   -14.522792194
    6.324637125    -5.936367867    17.130958188   -34.960571461   -80.472201785   -14.222769217
    6.324674327    -5.936402785    17.131058954   -34.880081064   -80.391879425   -14.142202252
    6.324711529    -5.936437703    17.131159719   -34.968705807   -80.480672205   -14.230750427
    6.324748731    -5.936472622    17.131260485   -34.778378941   -80.290513377   -14.040346993
    6.324785933    -5.936507540    17.131361251   -34.902607657   -80.414910129   -14.164499142
    6.324823135    -5.936542458    17.131462017   -35.022474850   -80.534945360   -14.284289767
    6.324860337    -5.936577376    17.131562782   -35.053326595   -80.565965141   -14.315064944
    6.324897539    -5.936612295    17.131663548   -34.942791498   -80.455598081   -14.204453279
    6.324934742    -5.936647213    17.131764314   -35.372714343   -80.885688964   -14.634299557
    6.324971944    -5.936682131    17.131865080   -34.896679238   -80.409821895   -14.158187884
    6.325009146    -5.936717049    17.131965845   -35.287730769   -80.801041463   -14.549162847
    6.325046348    -5.936751967    17.132066611   -35.103471139   -80.616949871   -14.364826650
    6.325083550    -5.936786886    17.132167377   -35.208420095   -80.722066864   -14.469699039
    6.325120752    -5.936821804    17.132268143   -34.889772670   -80.403587476   -14.150975046
    6.325157954    -5.936856722    17.132368908   -34.943677916   -80.457660759   -14.204803724
    6.325195156    -5.936891640    17.132469674   -34.861298963   -80.375449843   -14.122348204
    6.325232358    -5.936926558    17.132570440   -34.667609478   -80.181928395   -13.928582151
    6.325269560    -5.936961477    17.132671206   -35.458123275   -80.972610230   -14.719019380
    6.325306762    -5.936996395    17.132771971   -34.657393467   -80.172048458   -13.918213004
    6.325343964    -5.937031313    17.132872737   -35.114861683   -80.629684711   -14.375604652
    6.325381166    -5.937066231    17.132973503   -34.865149342   -80.380140407   -14.125815744
    6.325418368    -5.937101150    17.133074268   -34.983436114   -80.498595216   -14.244025948
    6.325455570    -5.937136068    17.133175034   -34.694929420   -80.210256560   -13.955442687
    6.325492772    -5.937170986    17.133275800   -34.913954715   -80.429449892   -14.174391414
    6.325529974    -5.937205904    17.133376566   -34.268089000   -79.783752213   -13.528449131
    6.325567176    -5.937240822    17.133477331   -34.310466570   -79.826297820   -13.570750133
    6.325604378    -5.937275741    17.133578097   -34.856976326   -80.372975613   -14.117183322
    6.325641581    -5.937310659    17.133678863   -35.245178944   -80.761346269   -14.505309372
    6.325678783    -5.937345577    17.133779629   -34.877753995   -80.394089357   -14.137807855
    6.325715985    -5.937380495    17.133880394   -35.031758509   -80.548261907   -14.291735801
    6.325753187    -5.937415413    17.133981160   -35.339357374   -80.856028810   -14.599258099
