   -4.375800133     9.780200005   -15.881999969    40.241001129    73.394996643    30.018999100
   -4.383564709     9.797555537   -15.910182465    40.098391797    73.289243852    29.865026201
   -4.383590506     9.797613195   -15.910276097    40.431958984    73.622933487    30.198555636
   -4.383616303     9.797670854   -15.910369728    40.031476101    73.222573051    29.798034999
   -4.383642101     9.797728513   -15.910463360    40.696089693    73.887309090    30.462610839
   -4.383667898     9.797786172   -15.910556992    40.194150215    73.385492059    29.960633608
   -4.383693695     9.797843830   -15.910650623    40.020246076    73.211710367    29.786691716
   -4.383719493     9.797901489   -15.910744255    40.090768196    73.282354934    29.857176084
   -4.383745290     9.797959148   -15.910837887    40.287234982    73.478944167    30.053605117
   -4.383771087     9.798016807   -15.910931518    40.191266081    73.383097713    29.957598463
   -4.383796885     9.798074465   -15.911025150    39.987757661    73.179711739    29.754052290
   -4.383822682     9.798132124   -15.911118781    40.459531697    73.651608222    30.225788573
   -4.383848479     9.798189783   -15.911212413    40.444697844    73.636896816    30.210916968
   -4.383874277     9.798247442   -15.911306045    40.353535161    73.545856580    30.119716532
   -4.383900074     9.798305100   -15.911399676    40.388648734    73.581092600    30.154792352
   -4.383925871     9.798362759   -15.911493308    40.247139936    73.439706249    30.013245801
   -4.383951669     9.798420418   -15.911586940    40.554132425    73.746821185    30.320200538
   -4.383977466     9.798478077   -15.911680571    40.365495753    73.558306961    30.131526114
   -4.384003263     9.798535735   -15.911774203    40.377799520    73.570733175    30.143792128
   -4.384029061     9.798593394   -15.911867835    40.157920822    73.350976923    29.923875677
   -4.384054858     9.798651053   -15.911961466    40.352186623    73.545365171    30.118103725
   -4.384080655     9.798708712   -15.912055098    40.720894880    73.914195876    30.486774230
   -4.384106453     9.798766370   -15.912148729    40.413605459    73.607028902    30.179447056
   -4.384132250     9.798824029   -15.912242361    40.188506714    73.382052603    29.954310558
   -4.384158047     9.798881688   -15.912335993    40.713810085    73.907478421    30.479576176
   -4.384183845     9.798939347   -15.912429624    40.127461539    73.321252323    29.893189878
   -4.384209642     9.798997005   -15.912523256    40.529978622    73.723891852    30.295669208
   -4.384235440     9.799054664   -15.912616888    40.435983234    73.630018911    30.201636067
   -4.384261237     9.799112323   -15.912710519    40.488342003    73.682500128    30.253957084
   -4.384287034     9.799169982   -15.912804151    40.193804195    73.388084766    29.959381522
   -4.384312832     9.799227640   -15.912897783    40.144611243    73.339014261    29.910150818
   -4.384338629     9.799285299   -15.912991414    40.371804965    73.566330430    30.137306787
   -4.384364426     9.799342958   -15.913085046    40.545980686    73.740628598    30.311444755
   -4.384390224     9.799400617   -15.913178677    40.358535586    73.553305945    30.123961902
   -4.384416021     9.799458275   -15.913272309    40.343269574    73.538162380    30.108658138
   -4.384441818     9.799515934   -15.913365941    40.343522540    73.538537793    30.108873351
   -4.384467616     9.799573593   -15.913459572    40.034842766    73.229980466    29.800155825
   -4.384493413     9.799631252   -15.913553204    40.335068740    73.530328887    30.100344046
   -4.384519210     9.799688910   -15.913646836    40.415837464    73.611220058    30.181075017
   -4.384545008     9.799746569   -15.913740467    40.327490073    73.522995114    30.092689874
   -4.384570805     9.799804228   -15.913834099    40.518095877    73.713723366    30.283257925
