     531.77400    -1866.52000    -3073.84000       43.45860     -145.72500     -295.67200        3520030.0      0.19808      4.99386
   -1441.39000    -1405.74000    -2896.29000      -90.57610     -150.93900     -288.68400        6785990.0      0.19697      7.13066
     628.45000    -1817.73000    -3054.99000       55.91540     -154.51800     -316.81600        1949770.0      0.18514      2.09218
     435.60200    -1600.01000    -2862.57000       35.30890     -123.48700     -283.19400        5843490.0      0.19452      7.27840
     280.65400    -1353.72000    -2877.18000       36.01040      -97.52200     -283.67100        8691480.0      0.24104      7.38485
     600.35000    -1648.14000    -2842.92000       49.45670     -139.00800     -284.69000        5777930.0      0.25799      6.88785
     181.28100    -1319.61000    -2819.95000       37.59080      -91.07820     -275.03600        4522190.0      0.21958      8.55027
     241.17500    -1493.81000    -2756.12000       14.05710     -110.40900     -278.28900        1563120.0      0.08815      2.18544
     159.38500    -1399.74000    -2752.36000        3.48088     -103.89300     -284.01600        4282220.0      0.16918      5.50846
    -768.43500    -1391.53000    -2625.86000      -16.91530     -116.71900     -275.22000        1520030.0      0.20408      0.97306
   -1082.12000    -1362.16000    -2505.10000      -49.71120     -136.47800     -259.11800        6581100.0      0.18625      7.03233
    -578.36800    -1345.95000    -2508.51000       -4.58230     -116.93900     -256.80700        8572640.0      0.19948      7.21503
    -969.92800    -1193.33000    -2446.97000      -40.45990     -128.97800     -251.15100        6290240.0      0.23861      5.47403
     231.76600    -1333.93000    -2484.81000       50.15960     -106.78900     -247.84400        6826970.0      0.23319      6.93209
     192.71200    -1601.36000    -2463.27000       13.35940     -128.34700     -230.33000        1826450.0      0.12402      0.80790
     195.13100    -1603.46000    -2446.87000       10.75970     -121.19200     -254.92800        2752380.0      0.14947      1.42259
     304.18700    -1094.57000    -2485.86000       45.75450      -82.71510     -237.54800        9358870.0      0.25128      6.31996
     -37.17960    -1408.99000    -2276.96000       33.26340     -117.94400     -225.13900        2050270.0      0.11687      0.81200
     238.71100    -1372.73000    -2165.70000       38.08300     -104.57400     -209.34000        7056450.0      0.25467      7.06278
     236.95600    -1168.84000    -2201.33000       51.10070      -89.18610     -210.64900        4586280.0      0.37394      1.78405
