   56.291999817     2.805900097    20.857000351   -25.638999939   -11.501999855    72.030998230
   58.469597331     2.914443352    21.663831142   -29.543449330   -14.781450951    72.329724480
   55.600966622     2.771455165    20.600961991   -19.220263553    13.577671814    73.680178753
   57.178810574     2.850103506    21.185575987   -14.655819261     5.890845299    65.242698538
   57.426606094     2.862454985    21.277387810   -29.958271962   -27.885867286    66.706416386
   54.007004263     2.692003395    20.010375892   -29.533655459   -10.071683332    78.782931459
   57.543484063     2.868280820    21.320692787   -22.162103480   -29.504848933    90.293181229
   55.530402989     2.767937889    20.574817145   -30.187216240    -0.485097301    80.879952025
   57.742807953     2.878216209    21.394545170   -17.708661497   -26.878684783    85.411706591
   58.733525413     2.927598966    21.761620312   -25.289669959   -32.100778365    71.066942380
   54.765055654     2.729788807    20.291244892   -11.446230912    -3.790357578    69.117903912
   52.687098550     2.626212102    19.521331743   -17.274567425   -30.931350613    57.538915277
   58.920985104     2.936942978    21.831076838   -22.006625301   -11.692500163    65.038160968
   61.957529879     3.088300917    22.956160579   -45.971413136     5.110241079    66.926226920
   56.854896596     2.833957868    21.065561175   -39.265334129   -11.488483137    50.777577186
   55.791235444     2.780939200    20.671459341    -1.398227549     3.575524712    46.635172081
   55.988805507     2.790787169    20.744661905   -11.781093192   -17.865844762    65.235540080
   58.852295704     2.933519124    21.805626422    -9.218823123     5.272369456    78.835305417
   58.635845691     2.922730076    21.725428563   -17.743135571   -37.847594070    92.818416214
   59.211600996     2.951428858    21.938754228   -26.350764133    -6.818080318    58.807471538
   57.880845498     2.885096752    21.445690076   -25.676683912   -32.272516131    87.784447050
   63.635243172     3.171927290    23.577777610   -27.067599553   -26.343957806    69.915213975
   57.440020011     2.863123608    21.282357860   -44.297608638    -8.935594732    55.025705957
   57.830314724     2.882578023    21.426967694   -25.819949612   -20.870674026    91.010017753
   58.319366549     2.906955031    21.608168466   -21.520464402   -14.913024569    65.023664665
